KEY_CODE,HTKSYORI,HTKSAKI,GASSAN,T001102001,T001102002,T001102003,T001102004,T001102005,T001102006,T001102007,T001102008,T001102009,T001102010,T001102011,T001102012,T001102013,T001102014,T001102015,T001102016,T001102017,T001102018,T001102019,T001102020,T001102021,T001102022,T001102023,T001102024,T001102025,T001102026,T001102027,T001102028,T001102029,T001102030,T001102031,T001102032,T001102033,T001102034,T001102035,T001102036,T001102037,T001102038,T001102039,T001102040,T001102041,T001102042,T001102043,T001102044,T001102045,T001102046,T001102047,T001102048,T001102049,T001102050
,,,,Å@êlå˚ÅiëçêîÅj,Å@êlå˚ÅiëçêîÅjÅ@íj,Å@êlå˚ÅiëçêîÅjÅ@èó,Å@ÇOÅ`ÇPÇSçŒêlå˚Å@ëçêî,Å@ÇOÅ`ÇPÇSçŒêlå˚Å@íj,Å@ÇOÅ`ÇPÇSçŒêlå˚Å@èó,Å@ÇPÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇPÇTçŒà»è„êlå˚Å@íj,Å@ÇPÇTçŒà»è„êlå˚Å@èó,Å@ÇPÇTÅ`ÇUÇSçŒêlå˚Å@ëçêî,Å@ÇPÇTÅ`ÇUÇSçŒêlå˚Å@íj,Å@ÇPÇTÅ`ÇUÇSçŒêlå˚Å@èó,Å@ÇPÇWçŒà»è„êlå˚Å@ëçêî,Å@ÇPÇWçŒà»è„êlå˚Å@íj,Å@ÇPÇWçŒà»è„êlå˚Å@èó,Å@ÇQÇOçŒà»è„êlå˚Å@ëçêî,Å@ÇQÇOçŒà»è„êlå˚Å@íj,Å@ÇQÇOçŒà»è„êlå˚Å@èó,Å@ÇUÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇUÇTçŒà»è„êlå˚Å@íj,Å@ÇUÇTçŒà»è„êlå˚Å@èó,Å@ÇVÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇVÇTçŒà»è„êlå˚Å@íj,Å@ÇVÇTçŒà»è„êlå˚Å@èó,Å@ÇWÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇWÇTçŒà»è„êlå˚Å@íj,Å@ÇWÇTçŒà»è„êlå˚Å@èó,Å@ÇXÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇXÇTçŒà»è„êlå˚Å@íj,Å@ÇXÇTçŒà»è„êlå˚Å@èó,Å@äOçëêlêlå˚Å@ëçêî,Å@äOçëêlêlå˚Å@íj,Å@äOçëêlêlå˚Å@èó,Å@ê¢ë—ëçêî,Å@àÍî ê¢ë—êî,Å@ÇPêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇQêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇRêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇSêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇTêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇUêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇVêlà»è„ê¢ë—êîÅ@àÍî ê¢ë—êî,Å@êeë∞ÇÃÇ›ÇÃê¢ë—êîÅ@àÍî ê¢ë—êî,Å@äjâ∆ë∞ê¢ë—êîÅ@àÍî ê¢ë—êî,Å@äjâ∆ë∞à»äOÇÃê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇUçŒñ¢ñûê¢ë—àıÇÃÇ¢ÇÈê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇUÇTçŒà»è„ê¢ë—àıÇÃÇ¢ÇÈê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ê¢ë—éÂÇÃîNóÓÇ™ÇQÇOÅ`ÇQÇXçŒÇÃÇPêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@çÇóÓíPêgê¢ë—êîÅ@àÍî ê¢ë—êî,Å@çÇóÓïvïwê¢ë—êîÅ@àÍî ê¢ë—êî
5338034342,1,,5338034344,31,16,15,0,0,0,33,17,16,12,8,4,33,17,16,33,17,16,21,9,12,15,5,10,8,3,5,0,0,0,0,0,0,15,15,5,7,2,2,0,0,0,11,9,2,0,14,0,5,4
5338034344,2,5338034342,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338034411,0,,,26,13,13,2,2,0,24,11,13,12,6,6,24,11,13,23,10,13,12,5,7,8,3,5,0,0,0,0,0,0,0,0,0,10,10,1,5,1,3,0,0,0,9,6,3,1,8,0,1,3
5338034412,0,,,15,6,9,0,0,0,15,6,9,7,4,3,14,5,9,14,5,9,8,2,6,5,2,3,1,0,1,0,0,0,0,0,0,8,8,5,1,1,0,1,0,0,3,3,0,0,7,0,5,0
5338034413,2,5338034414,,11,3,8,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,7,7,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338034414,1,,5338034413,67,31,36,4,1,3,74,33,41,32,17,15,72,33,39,72,33,39,42,16,26,28,10,18,11,2,9,2,0,2,0,0,0,28,28,11,11,8,4,1,0,0,24,19,5,1,27,0,8,8
5338034423,0,,,103,44,59,7,5,2,96,39,57,58,25,33,89,38,51,89,38,51,38,14,24,22,6,16,9,2,7,0,0,0,0,0,0,39,39,13,9,7,5,2,1,2,26,14,12,1,27,2,9,6
5338034424,0,,,27,16,11,3,2,1,24,14,10,14,8,6,24,14,10,24,14,10,10,6,4,7,4,3,4,3,1,0,0,0,0,0,0,13,13,4,5,3,1,0,0,0,9,8,1,0,9,0,3,1
5338034431,0,,,32,19,13,3,2,1,29,17,12,19,10,9,29,17,12,29,17,12,10,7,3,4,3,1,1,1,0,0,0,0,0,0,0,18,18,11,4,1,1,0,1,0,7,6,1,1,8,1,3,3
5338034432,0,,,13,7,6,0,0,0,13,7,6,9,5,4,13,7,6,13,7,6,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,1,1,2,0,0,0,4,4,0,0,2,0,0,0
5338034433,0,,,47,22,25,2,1,1,45,21,24,19,11,8,45,21,24,45,21,24,26,10,16,15,5,10,2,0,2,1,0,1,0,0,0,22,22,12,3,3,3,0,0,1,10,6,4,1,18,1,10,2
5338034441,0,,,91,46,45,5,3,2,86,43,43,33,18,15,85,43,42,85,43,42,53,25,28,29,15,14,8,3,5,1,0,1,0,0,0,41,41,13,14,7,6,1,0,0,28,23,5,2,31,0,9,12
5338034442,0,,,119,60,59,13,6,7,106,54,52,61,32,29,100,48,52,100,48,52,45,22,23,30,14,16,6,5,1,0,0,0,0,0,0,45,45,8,16,10,9,1,0,1,37,31,6,4,28,0,7,10
5338034443,2,5338034444,,3,2,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338034444,1,,5338034443,31,12,19,1,1,0,33,13,20,16,7,9,31,13,18,31,13,18,17,6,11,7,1,6,5,0,5,0,0,0,0,0,0,13,13,4,6,3,1,1,0,0,11,8,3,0,13,0,4,2
5338034513,2,5338034514,,9,3,6,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338034514,1,,5338034513,19,10,9,1,1,0,27,12,15,11,6,5,27,12,15,26,12,14,16,6,10,8,2,6,1,0,1,0,0,0,0,0,0,10,10,3,9,1,1,0,0,0,11,11,0,0,11,0,1,5
5338034523,0,,,81,23,58,0,0,0,81,23,58,3,3,0,81,23,58,81,23,58,78,20,58,74,17,57,62,12,50,17,3,14,0,0,0,7,4,1,3,0,0,0,0,0,3,3,0,0,4,0,1,2
5338034531,0,,,44,28,16,0,0,0,44,28,16,22,19,3,29,13,16,29,13,16,22,9,13,12,3,9,4,1,3,0,0,0,0,0,0,18,17,8,6,3,0,0,0,0,9,9,0,0,15,0,7,4
5338034532,1,,5338034534,72,39,33,4,3,1,71,37,34,38,20,18,71,37,34,70,36,34,33,17,16,16,9,7,6,2,4,0,0,0,0,0,0,29,29,5,13,8,5,0,0,0,26,22,4,2,21,0,5,10
5338034534,2,5338034532,,3,1,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338034541,0,,,14,8,6,0,0,0,14,8,6,7,3,4,14,8,6,14,8,6,7,5,2,3,2,1,0,0,0,0,0,0,0,0,0,8,8,3,4,1,0,0,0,0,5,5,0,0,5,0,1,3
5338034543,0,,,55,24,31,8,4,4,44,17,27,27,11,16,44,17,27,43,17,26,17,6,11,9,4,5,5,3,2,0,0,0,2,0,2,26,26,15,3,2,4,0,2,0,11,8,3,1,13,3,6,2
5338034612,0,,,26,16,10,0,0,0,26,16,10,9,7,2,26,16,10,26,16,10,17,9,8,10,6,4,0,0,0,0,0,0,0,0,0,13,13,3,7,3,0,0,0,0,10,9,1,0,10,0,2,5
5338034614,0,,,83,44,39,21,11,10,62,33,29,53,30,23,58,32,26,57,32,25,9,3,6,5,1,4,2,0,2,0,0,0,0,0,0,29,29,13,2,3,4,4,2,1,16,12,4,6,7,0,3,0
5338034632,0,,,26,12,14,10,3,7,16,9,7,13,7,6,16,9,7,16,9,7,3,2,1,1,0,1,0,0,0,0,0,0,1,1,0,8,8,1,2,0,4,1,0,0,7,6,1,2,2,0,0,0
5338034633,0,,,19,7,12,0,0,0,19,7,12,5,3,2,19,7,12,19,7,12,14,4,10,13,3,10,8,2,6,1,0,1,0,0,0,10,10,3,6,0,1,0,0,0,7,7,0,0,10,0,3,2
5338034634,1,,5338034643,18,6,12,3,2,1,17,5,12,4,1,3,17,5,12,17,5,12,13,4,9,9,3,6,6,2,4,1,0,1,0,0,0,9,9,4,5,0,0,0,1,0,6,5,1,0,9,0,4,4
5338034643,2,5338034634,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338034844,2,5338035621,,1,1,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338035322,0,,,19,9,10,2,2,0,17,7,10,6,3,3,17,7,10,17,7,10,11,4,7,6,2,4,0,0,0,0,0,0,0,0,0,9,9,4,2,2,0,1,0,0,5,3,2,0,8,0,3,2
5338035324,0,,,94,47,47,13,9,4,81,38,43,49,25,24,80,38,42,79,38,41,32,13,19,21,8,13,3,3,0,1,1,0,0,0,0,31,31,10,5,4,4,3,4,1,21,11,10,2,24,0,7,1
5338035341,2,5338035342,,29,19,10,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338035342,1,,5338035341,33,19,14,1,1,0,61,37,24,37,24,13,61,37,24,61,37,24,24,13,11,6,1,5,1,1,0,0,0,0,0,0,0,10,4,1,1,2,1,0,0,0,4,2,2,0,4,0,1,0
5338035343,1,,5338036223;5338036322,78,43,35,9,6,3,85,46,39,64,37,27,78,40,38,75,37,38,21,9,12,11,4,7,5,1,4,0,0,0,1,1,0,29,28,11,7,4,4,4,1,1,21,11,10,3,15,4,1,3
5338035411,0,,,58,27,31,3,0,3,55,27,28,28,14,14,55,27,28,55,27,28,27,13,14,13,6,7,4,1,3,0,0,0,0,0,0,22,22,5,7,4,3,3,0,0,17,12,5,1,17,0,4,4
5338035413,0,,,24,11,13,0,0,0,24,11,13,12,5,7,24,11,13,24,11,13,12,6,6,9,5,4,3,2,1,1,1,0,0,0,0,9,9,0,4,4,1,0,0,0,9,6,3,0,9,0,0,4
5338035421,1,,5338035422,11,6,5,0,0,0,12,7,5,6,4,2,12,7,5,11,7,4,6,3,3,3,3,0,0,0,0,0,0,0,0,0,0,6,6,4,1,2,0,0,0,0,3,3,0,0,5,0,3,1
5338035422,2,5338035421,,1,1,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338035431,0,,,45,45,0,0,0,0,45,45,0,44,44,0,32,32,0,24,24,0,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0,11,10,10,0,0,0,0,0,0,0,0,0,0,1,5,1,0
5338035432,2,5338035434,,3,1,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338035434,1,,5338035432,14,9,5,1,0,1,16,10,6,10,6,4,16,10,6,16,10,6,6,4,2,4,3,1,1,1,0,0,0,0,0,0,0,6,6,4,3,0,0,0,0,1,4,3,1,1,4,1,1,2
5338035443,1,,5338036411;5338036421;5338036422,26,17,9,1,0,1,36,25,11,23,18,5,35,24,11,34,23,11,13,7,6,6,4,2,3,2,1,0,0,0,0,0,0,11,11,5,2,5,0,0,0,1,8,6,2,0,9,0,2,0
5338035521,0,,,50,24,26,5,3,2,45,21,24,25,12,13,43,21,22,43,21,22,20,9,11,10,3,7,2,0,2,0,0,0,0,0,0,18,18,3,5,4,5,1,0,0,15,13,2,0,14,0,3,3
5338035522,0,,,9,4,5,0,0,0,9,4,5,4,2,2,9,4,5,9,4,5,5,2,3,1,1,0,0,0,0,0,0,0,0,0,0,5,5,2,2,1,0,0,0,0,3,3,0,0,3,0,0,2
5338035523,0,,,16,8,8,0,0,0,16,8,8,3,2,1,16,8,8,16,8,8,13,6,7,8,3,5,3,0,3,0,0,0,0,0,0,8,8,3,2,3,0,0,0,0,4,2,2,0,8,0,3,1
5338035524,0,,,60,27,33,6,2,4,54,25,29,32,16,16,54,25,29,53,24,29,22,9,13,11,3,8,6,1,5,1,0,1,1,0,1,25,25,5,14,1,3,1,0,1,20,18,2,1,17,0,4,5
5338035542,0,,,93,46,47,8,4,4,85,42,43,60,32,28,82,40,42,80,39,41,25,10,15,13,3,10,2,0,2,0,0,0,1,0,1,43,43,17,12,8,4,0,2,0,26,21,5,1,21,0,11,2
5338035543,0,,,15,8,7,3,2,1,12,6,6,8,5,3,12,6,6,12,6,6,4,1,3,4,1,3,0,0,0,0,0,0,0,0,0,6,6,3,2,0,0,0,0,1,3,2,1,1,4,0,2,0
5338035544,0,,,29,15,14,2,1,1,27,14,13,16,9,7,24,13,11,24,13,11,11,5,6,5,2,3,5,2,3,0,0,0,0,0,0,9,9,0,2,4,2,1,0,0,9,6,3,1,6,0,0,1
5338035611,0,,,29,18,11,2,2,0,27,16,11,13,9,4,25,14,11,25,14,11,14,7,7,8,4,4,3,1,2,1,0,1,0,0,0,10,10,2,4,1,2,0,0,1,8,5,3,1,8,0,1,3
5338035612,0,,,14,5,9,2,0,2,12,5,7,4,3,1,12,5,7,12,5,7,8,2,6,4,1,3,2,1,1,0,0,0,0,0,0,6,6,2,2,1,0,1,0,0,4,3,1,0,6,0,2,1
5338035613,0,,,11,4,7,1,0,1,10,4,6,6,2,4,10,4,6,10,4,6,4,2,2,1,0,1,0,0,0,0,0,0,0,0,0,6,6,3,1,2,0,0,0,0,3,2,1,0,3,0,1,0
5338035614,0,,,48,24,24,1,1,0,47,23,24,29,16,13,46,22,24,46,22,24,18,7,11,9,2,7,5,1,4,0,0,0,0,0,0,19,19,5,5,4,4,1,0,0,14,9,5,0,14,0,3,4
5338035621,1,,5338034844;5338035821,15,6,9,0,0,0,17,7,10,12,6,6,17,7,10,17,7,10,5,1,4,4,1,3,1,0,1,0,0,0,0,0,0,7,7,6,2,0,0,0,0,1,3,2,1,0,4,0,2,0
5338035632,0,,,41,21,20,3,1,2,38,20,18,21,13,8,38,20,18,38,20,18,17,7,10,13,4,9,5,1,4,1,0,1,0,0,0,15,15,2,6,5,0,0,2,0,13,10,3,1,12,0,2,2
5338035821,2,5338035621,,1,0,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338036012,2,5338037031,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338036223,2,5338035343,,15,8,7,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338036322,2,5338035343,,1,1,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338036411,2,5338035443,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338036421,2,5338035443,,3,1,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338036422,2,5338035443,,6,6,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338036513,2,5338036514,,7,2,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338036514,1,,5338036513,9,4,5,4,0,4,12,6,6,5,2,3,12,6,6,12,6,6,7,4,3,2,1,1,2,1,1,0,0,0,0,0,0,4,4,3,1,0,0,1,1,0,3,1,2,1,6,0,3,1
5338036521,2,5338036522,,12,5,7,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338036522,1,,5338036521,7,3,4,0,0,0,19,8,11,12,5,7,18,8,10,17,7,10,7,3,4,7,3,4,2,1,1,0,0,0,0,0,0,2,2,0,0,3,1,0,1,0,5,2,3,0,5,0,0,0
5338036523,0,,,14,6,8,0,0,0,14,6,8,7,2,5,14,6,8,14,6,8,7,4,3,5,2,3,4,2,2,0,0,0,0,0,0,5,5,1,2,0,1,1,0,0,4,2,2,0,5,0,1,2
5338036614,0,,,27,12,15,0,0,0,27,12,15,11,5,6,27,12,15,27,12,15,16,7,9,10,4,6,6,2,4,0,0,0,0,0,0,14,14,6,5,1,2,0,0,0,8,5,3,0,11,0,3,4
5338036631,1,,5338036632,12,7,5,5,4,1,19,7,12,11,4,7,18,7,11,18,7,11,8,3,5,7,3,4,2,0,2,0,0,0,0,0,0,4,4,4,2,0,2,0,0,1,5,4,1,1,7,0,4,0
5338036632,2,5338036631,,12,4,8,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,5,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338036633,0,,,38,17,21,2,1,1,36,16,20,15,7,8,35,15,20,35,15,20,21,9,12,10,4,6,6,1,5,1,0,1,0,0,0,19,19,5,10,3,1,0,0,0,13,11,2,2,14,0,4,6
5338036634,0,,,22,13,9,2,1,1,20,12,8,9,5,4,20,12,8,20,12,8,11,7,4,7,4,3,5,3,2,1,0,1,0,0,0,10,10,5,2,2,0,0,0,1,5,4,1,1,7,0,3,1
5338037031,1,,5338036012,42,21,21,4,2,2,40,20,20,19,12,7,39,19,20,39,19,20,21,8,13,11,4,7,5,1,4,0,0,0,0,0,0,20,20,9,6,4,0,1,1,0,12,10,2,0,16,0,5,2
5338037032,0,,,8,4,4,0,0,0,8,4,4,3,2,1,8,4,4,8,4,4,5,2,3,3,1,2,0,0,0,0,0,0,0,0,0,4,4,0,4,0,0,0,0,0,4,4,0,0,3,0,0,2
5338037033,0,,,9,5,4,0,0,0,9,5,4,3,3,0,9,5,4,9,5,4,6,2,4,3,0,3,1,0,1,1,0,1,0,0,0,4,4,1,2,0,1,0,0,0,3,2,1,0,4,0,1,1
5338037424,1,,5338037442;5338037513,15,8,7,0,0,0,21,10,11,7,5,2,21,10,11,21,10,11,14,5,9,10,2,8,8,2,6,0,0,0,0,0,0,6,6,4,5,1,1,0,0,0,7,7,0,0,11,0,4,1
5338037442,2,5338037424,,2,0,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338037513,2,5338037424,,4,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338037611,0,,,18,9,9,4,2,2,14,7,7,6,3,3,14,7,7,14,7,7,8,4,4,4,2,2,2,1,1,0,0,0,0,0,0,5,5,0,2,1,0,1,1,0,5,3,2,1,4,0,0,2
5338037613,0,,,42,24,18,3,3,0,39,21,18,21,13,8,36,19,17,36,19,17,18,8,10,13,6,7,3,1,2,0,0,0,0,0,0,13,13,1,2,5,3,2,0,0,12,7,5,0,11,0,1,1
5338038511,2,5338038514,,3,1,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338038512,2,5338038514,,8,5,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338038514,1,,5338038511;5338038512,40,30,10,0,0,0,51,36,15,33,26,7,51,36,15,51,36,15,18,10,8,11,5,6,2,1,1,1,0,1,4,4,0,23,23,14,6,3,1,1,0,1,11,9,2,0,13,10,3,3
5338038532,0,,,36,21,15,2,1,1,34,20,14,26,15,11,33,20,13,33,20,13,8,5,3,6,3,3,0,0,0,0,0,0,0,0,0,18,18,8,4,4,2,0,0,0,10,9,1,0,6,4,2,1
5338038534,0,,,60,32,28,4,3,1,56,29,27,28,16,12,55,29,26,55,29,26,28,13,15,11,4,7,6,3,3,0,0,0,0,0,0,22,22,6,6,6,1,0,2,1,15,9,6,1,18,0,4,0
5338038634,2,5338038643,,2,0,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338038641,2,5338038643,,3,2,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338038643,1,,5338038634;5338038641,15,8,7,0,0,0,20,10,10,10,5,5,19,9,10,19,9,10,10,5,5,5,1,4,3,0,3,0,0,0,0,0,0,7,7,4,3,2,1,0,0,0,6,5,1,0,7,0,4,1
5338038921,2,5338039823,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338038923,2,5338039823,,8,2,6,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338039034,2,5338039043,,4,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338039041,2,5338039042,,3,2,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338039042,1,,5338039041;5338039214,5,2,3,0,0,0,10,6,4,5,2,3,10,6,4,10,6,4,5,4,1,3,2,1,1,1,0,0,0,0,0,0,0,2,2,3,2,1,0,0,0,0,3,3,0,0,5,0,3,0
5338039043,1,,5338039034,15,8,7,2,2,0,17,8,9,7,4,3,16,7,9,16,7,9,10,4,6,7,3,4,3,1,2,0,0,0,0,0,0,6,6,4,1,1,0,2,0,0,3,2,1,0,7,0,4,1
5338039214,2,5338039042,,2,2,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338039422,2,5338039511,,3,2,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338039424,2,5338039511,,5,3,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338039511,1,,5338039422;5338039424,20,11,9,3,3,0,25,13,12,10,6,4,25,13,12,25,13,12,15,7,8,10,4,6,4,2,2,0,0,0,0,0,0,8,8,3,5,3,0,0,1,0,9,7,2,1,12,0,3,2
5338039512,0,,,113,54,59,10,8,2,103,46,57,57,28,29,100,45,55,99,44,55,46,18,28,25,8,17,8,1,7,0,0,0,0,0,0,46,46,11,19,5,7,3,1,0,34,26,8,4,29,0,6,10
5338039513,0,,,72,35,37,10,5,5,62,30,32,39,19,20,60,29,31,59,28,31,23,11,12,14,6,8,5,3,2,0,0,0,1,0,1,25,25,3,11,3,2,6,0,0,22,16,6,3,19,0,2,5
5338039514,0,,,107,55,52,13,6,7,94,49,45,57,28,29,90,47,43,87,47,40,37,21,16,14,9,5,6,4,2,1,0,1,1,1,0,37,37,6,13,8,3,4,2,1,31,23,8,3,25,0,3,7
5338039521,0,,,13,6,7,0,0,0,13,6,7,7,4,3,12,6,6,11,5,6,6,2,4,1,0,1,0,0,0,0,0,0,0,0,0,6,6,3,0,2,1,0,0,0,3,3,0,0,5,0,3,0
5338039531,0,,,28,13,15,2,0,2,26,13,13,12,7,5,26,13,13,26,13,13,14,6,8,11,4,7,8,3,5,0,0,0,0,0,0,13,13,3,6,3,1,0,0,0,9,8,1,1,10,0,3,1
5338039532,0,,,51,23,28,0,0,0,51,23,28,24,9,15,51,23,28,51,23,28,27,14,13,11,5,6,6,2,4,2,0,2,0,0,0,21,21,5,6,7,2,1,0,0,16,12,4,0,16,0,2,3
5338039534,0,,,65,25,40,1,1,0,64,24,40,28,8,20,63,24,39,63,24,39,36,16,20,19,7,12,8,2,6,1,0,1,0,0,0,28,28,6,14,5,1,1,0,1,22,17,5,0,24,0,5,9
5338039543,0,,,24,13,11,2,1,1,22,12,10,16,10,6,21,12,9,20,11,9,6,2,4,5,2,3,2,1,1,1,0,1,0,0,0,9,9,2,1,4,2,0,0,0,7,5,2,1,4,0,1,0
5338039622,2,5338039623,,4,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
